business_age_years,num_employees,gst_filing_rate,avg_monthly_revenue,revenue_growth_6m,cash_flow_volatility,upi_txn_volume_monthly,vendor_payment_delay_days,utility_payment_ontime_rate,bank_balance_avg,loan_amount,loan_tenure_months,interest_rate,previous_loans_count,previous_default_count,default,financial_health_score,loan_to_revenue_ratio,payment_behavior_score,is_mature_business,digital_adoption_score,revenue_stress,high_risk_loan,balance_to_loan_ratio,repeat_defaulter,monthly_emi_burden,industry_Construction,industry_Food,industry_Manufacturing,industry_Retail,industry_Services,industry_Technology,location_tier_Tier1,location_tier_Tier2,location_tier_Tier3
15,74,0.7015240502866622,294302.5138358658,0.0627870698888702,0.1844658003980252,3548,79,0.4370731502429472,1370590.797664947,3941329,48,14.723010824333675,4,1,0,0.6204,13.3921,0.2796,1,0.9597,0,1,0.3477,1,0.279,False,False,False,False,False,True,False,False,True
2,182,0.6554740102835616,3012604.542791092,0.5543812269791161,0.181116231247946,321,14,0.4638527342578791,222995.27227359748,3119638,12,8.739108417252032,2,2,1,0.6863,1.0355,0.6541,0,0.678,0,0,0.0715,1,0.0863,False,False,False,False,False,True,True,False,False
12,113,0.8875757797839383,2661681.040223992,-0.2615539905997607,0.907917271986778,3556,28,0.5951778355865621,923736.3098301972,4181535,12,18.236499408945782,2,2,1,0.5145,1.571,0.642,1,0.96,1,0,0.2209,1,0.1309,False,False,True,False,False,False,False,True,False
1,51,0.9060339109277792,1500334.6892120836,0.0462188185821871,0.6741540757622674,2913,82,0.6588821905993361,1275319.349207525,3810563,60,15.399656653089057,2,2,1,0.6257,2.5398,0.3739,0,0.9366,0,0,0.3347,1,0.0423,False,False,False,True,False,False,False,False,True
8,52,0.6655822831703111,1349028.4260337246,0.2558272339268428,0.5768859456185713,2922,51,0.6123333740291915,34878.30568210076,3885562,60,21.825959104967183,1,2,0,0.5951,2.8803,0.5228,1,0.9369,0,0,0.009,1,0.048,False,False,True,False,False,False,False,False,True
5,198,0.949083628055546,2921122.7714690003,0.0330106455903995,0.3402381846245848,4321,16,0.4991378685870183,225051.8653746128,434576,36,15.213734755618171,3,1,0,0.6715,0.1488,0.6607,1,0.9829,0,0,0.5179,1,0.0041,False,False,False,False,False,True,False,True,False
15,92,0.3453164362535364,3547103.8932857644,-0.1167843729592422,0.4397388781179106,1367,89,0.4672778306090645,191620.8711552969,1428243,12,14.87267744193367,4,2,1,0.4416,0.4027,0.2392,1,0.8478,1,0,0.1342,1,0.0336,False,True,False,False,False,False,True,False,False
1,59,0.3792580545758522,214205.14732418532,-0.1126426292371451,0.1304652930792869,152,35,0.91564913602265,755638.289126278,2523767,36,15.538444835803547,2,2,1,0.6039,11.782,0.7634,0,0.5906,1,1,0.2994,1,0.3273,False,False,True,False,False,False,True,False,False
1,13,0.7177517610101081,2858637.8305223365,-0.1663439537422842,0.9483366992495011,1737,34,0.6179087355711568,1247797.824188111,3352390,60,21.827737282490403,1,0,0,0.4743,1.1727,0.6201,0,0.8759,1,0,0.3722,0,0.0195,False,False,False,False,True,False,False,True,False
10,169,0.5478461032555085,893774.6682858118,-0.0560967994169103,0.7295769172144713,2633,39,0.5311596268669051,1991970.410626616,3908265,12,17.595749703661372,2,2,1,0.4663,4.3728,0.5489,1,0.9247,0,0,0.5097,1,0.3644,True,False,False,False,False,False,False,True,False
10,12,0.6249576163324392,744795.5203611978,0.4716747755835669,0.609307841145405,4578,22,0.6921948139740253,515616.9818300163,257657,36,18.87511751365186,4,1,1,0.6248,0.3459,0.7239,1,0.9896,0,0,2.0012,1,0.0096,False,False,False,False,False,True,False,False,True
15,50,0.5296554525280166,3134441.4660686883,0.1052245503229951,0.578990475705094,4023,72,0.4220940403227711,280559.467668263,2748626,24,19.6663687354148,2,0,0,0.4933,0.8769,0.311,1,0.9745,0,0,0.1021,0,0.0365,False,False,False,False,False,True,False,False,True
17,57,0.583307718011455,1588807.0802264914,-0.1597612719221816,0.5038829348298552,1214,33,0.7601687093993502,835377.6702913614,480428,24,23.03149059783019,1,2,1,0.5523,0.3024,0.6968,1,0.8339,1,0,1.7388,1,0.0126,False,False,False,False,True,False,False,True,False
6,178,0.8758524430024095,2232357.154017577,-0.0154732829734676,0.2816846849072262,174,57,0.5490937521097589,300491.11101022817,375833,36,21.4815691858792,1,0,1,0.6639,0.1684,0.4579,1,0.6064,0,0,0.7995,0,0.0047,False,False,True,False,False,False,False,True,False
3,119,0.7154333398980133,1831994.106726876,-0.294169587921432,0.2537513631137603,1572,81,0.7589178484787946,58843.63977087322,4234722,48,22.872906055469507,2,0,0,0.6215,2.3115,0.4295,0,0.8642,1,0,0.0139,0,0.0482,False,False,False,True,False,False,False,True,False
13,57,0.9981411844984488,3259264.7847549925,0.5040357397387379,0.544579211470302,4401,79,0.7684750986675214,1132278.527386749,379348,36,13.821226572856183,4,1,0,0.7698,0.1164,0.4453,1,0.985,0,0,2.9848,1,0.0032,False,True,False,False,False,False,True,False,False
16,182,0.850815438474674,2377092.842029021,0.0081978320914319,0.1131807331021565,3440,60,0.8855345148151876,1760349.3013195563,2995668,12,11.830020653064851,1,1,1,0.7609,1.2602,0.6094,1,0.9561,0,0,0.5876,1,0.105,True,False,False,False,False,False,True,False,False
8,194,0.4915663778712786,4819120.37708784,0.5803912045930757,0.1170237189816821,1882,27,0.5379428533656844,1723091.7091901745,3999348,60,11.652537434927757,3,2,0,0.6687,0.8299,0.619,1,0.8853,0,0,0.4308,1,0.0138,False,False,False,True,False,False,False,True,False
15,8,0.4850415824086873,1794294.6575770034,-0.0524612267374807,0.5547322428443151,4057,59,0.6780787831715682,210569.25990896404,2929097,36,21.795916928335167,1,0,0,0.5123,1.6325,0.5113,1,0.9755,0,0,0.0719,0,0.0453,False,False,False,True,False,False,True,False,False
17,106,0.535128789081905,3714407.4843010334,0.436356047227121,0.8778308433892152,3040,31,0.9771324029150724,303479.0614427951,3094972,12,21.37416407865536,0,0,0,0.5959,0.8332,0.8163,1,0.9416,0,0,0.0981,0,0.0694,False,False,False,False,True,False,True,False,False
17,191,0.8902816364534198,1323598.2095360705,-0.1436146867085468,0.872844666016869,3253,57,0.8362749064507721,987330.7763851637,124308,12,18.581379976648915,2,0,1,0.5882,0.0939,0.6015,1,0.9495,1,0,7.9426,0,0.0078,False,False,True,False,False,False,True,False,False
13,137,0.3191013554553959,2568327.808499427,-0.3238471066223978,0.059745470594713,3878,81,0.9852062848105352,741755.8750754979,4782798,24,9.475606951900094,3,1,1,0.5822,1.8622,0.5426,1,0.9702,1,0,0.1551,1,0.0776,False,False,False,False,False,True,True,False,False
17,188,0.4611268952098803,2785220.271914687,-0.3682666383261993,0.1466547940827048,2196,43,0.9564194278462624,1409118.3401086975,3523005,36,13.429746439433046,4,1,1,0.5951,1.2649,0.7393,1,0.9034,1,0,0.4,1,0.0351,False,False,False,False,False,True,True,False,False
6,120,0.9334428942409868,1679090.9412605243,0.2061684266447835,0.5747699243828255,527,33,0.7664491580838593,994932.590421717,3281178,48,19.88011996041161,3,1,1,0.6993,1.9541,0.6999,1,0.736,0,0,0.3032,1,0.0407,False,False,False,False,True,False,False,True,False
17,63,0.7479275052582763,2385313.618117514,-0.0884263283264106,0.8136281496255477,3557,20,0.558358213529286,50035.1755877611,4910492,48,12.352815992900902,1,1,1,0.5101,2.0586,0.6681,1,0.96,0,0,0.0102,1,0.0429,False,False,True,False,False,False,False,True,False
16,72,0.4587929668507394,1432429.2575975363,0.0435198804758283,0.9090041779911456,2711,0,0.8541544939974499,576282.714776071,3440792,60,18.17291327197258,1,2,0,0.4832,2.4021,0.9271,1,0.9282,0,0,0.1675,1,0.04,False,False,False,False,True,False,False,True,False
14,131,0.4534014777628062,79703.86928621086,0.4186470356007953,0.8245240034412014,2537,54,0.8188715474873757,1803968.8226766728,1399181,60,16.912488939055365,0,2,1,0.5477,17.5547,0.6094,1,0.9204,0,1,1.2893,1,0.2926,False,False,False,False,False,True,False,True,False
13,13,0.9038326712316014,1117459.0931074996,-0.1518919143051978,0.6598518217668102,826,79,0.7533340722144386,1027902.565479898,289806,24,12.571421797934082,3,0,1,0.6171,0.2593,0.4378,1,0.7887,1,0,3.5469,0,0.0108,False,False,False,True,False,False,False,False,True
6,137,0.9256302557939324,3515317.6538413432,-0.0913475232650867,0.2304725698303121,3513,48,0.8186975370947807,1597918.0158892863,733705,36,22.982239477931014,1,2,0,0.7316,0.2087,0.6427,1,0.9586,0,0,2.1779,1,0.0058,False,True,False,False,False,False,True,False,False
3,52,0.4792917636734807,3866266.971202616,0.4453361850586672,0.1153593265810661,199,20,0.7681518487271506,810569.2375610851,1998483,60,12.479455263526932,4,0,0,0.6911,0.5169,0.773,0,0.6221,0,0,0.4056,0,0.0086,False,False,True,False,False,False,False,True,False
14,62,0.5943572506535726,1437004.1923376538,0.092762273343504,0.0927642044170802,470,54,0.7116274138437079,1357157.6592140156,886189,36,22.36926290473689,4,0,0,0.666,0.6167,0.5558,1,0.7226,0,0,1.5315,0,0.0171,True,False,False,False,False,False,True,False,False
14,119,0.884217017039822,2069812.844149456,0.4276651670524876,0.6008691061628703,3030,26,0.6495732890100059,346316.40230154904,149390,48,16.884444746953317,3,1,1,0.6892,0.0722,0.6803,1,0.9412,0,0,2.3182,1,0.0015,True,False,False,False,False,False,False,True,False
15,109,0.8397052070269198,234960.0176861249,-0.0255239965336836,0.0825697436138219,3152,19,0.4268250247464643,1475701.20177115,844747,12,9.923334201835026,3,1,1,0.6669,3.5953,0.6079,1,0.9458,0,0,1.7469,1,0.2996,False,False,False,True,False,False,False,False,True
8,8,0.8697412745962592,1223461.360433519,-0.0016300191728915,0.7153159608189955,2542,15,0.9194127514619088,1575296.282369463,107120,48,21.42118370774079,0,2,1,0.6515,0.0876,0.8764,1,0.9206,0,0,14.7059,1,0.0018,False,False,False,False,True,False,False,False,True
15,95,0.6628787335515781,3907135.4526928808,-0.2328616382217437,0.6912236636158722,104,77,0.9193243495598474,189379.1156407315,1830638,24,20.767196685376703,3,2,0,0.5596,0.4685,0.5319,1,0.5464,1,0,0.1034,1,0.0195,False,False,False,False,True,False,False,True,False
13,125,0.9380843338136212,3049632.037812033,0.5163458535949663,0.121649742299011,120,47,0.7564283919813533,374788.3786760541,4200086,36,21.38010521647252,4,2,1,0.8358,1.3772,0.6171,1,0.5631,0,0,0.0892,1,0.0383,False,False,False,False,False,True,False,True,False
17,173,0.5281660807681047,1068564.0836741384,0.4967836940126094,0.8659601285331151,4480,31,0.5607305830948924,931149.6544431106,3045353,12,18.39130245740786,3,0,0,0.5219,2.8499,0.6081,1,0.9871,0,0,0.3058,0,0.2375,False,False,False,True,False,False,False,True,False
3,53,0.4096704940432626,1324337.875856039,0.5842170145647735,0.519736359762772,2876,31,0.4168786264233355,1278499.105451187,2916509,12,19.530042208034736,1,0,0,0.54,2.2022,0.5362,0,0.9351,0,0,0.4384,0,0.1835,False,False,False,False,False,True,True,False,False
6,63,0.7961126327954053,4093170.013798323,0.0024471271697115,0.8639947106039585,2115,52,0.4008572825001845,1278607.7558039378,2098762,24,22.55939869254967,1,1,1,0.4966,0.5127,0.4115,1,0.899,0,0,0.6092,1,0.0214,False,False,False,False,False,True,False,True,False
5,95,0.6775480912048275,1084966.804577259,0.4186149417586421,0.8614490505694898,1276,52,0.4437444338335233,1339723.931345662,4113805,12,10.479324380378962,3,2,0,0.5325,3.7916,0.433,1,0.8397,0,0,0.3257,1,0.316,True,False,False,False,False,False,False,True,False
17,81,0.8982100381666367,1704080.7429432997,0.0149537316721185,0.2273306574984064,2695,1,0.615931795810699,1431686.3415294024,4344232,36,9.787086587504009,2,1,0,0.6994,2.5493,0.8024,1,0.9275,0,0,0.3296,1,0.0708,False,False,False,False,False,True,False,True,False
2,57,0.3568114743873004,3338575.5236904896,0.0542987889209727,0.3925198651426563,1439,56,0.5130375675982467,1016475.609064539,1195356,48,10.438672404277805,3,2,1,0.4893,0.358,0.4454,0,0.8538,0,0,0.8504,1,0.0075,False,False,False,False,False,True,True,False,False
15,182,0.8905846824066468,2827506.309254989,0.4299993935948245,0.1711637001534346,1907,21,0.5590348513825141,1153962.4236102188,185698,36,21.98611046162148,0,2,1,0.7592,0.0657,0.6629,1,0.8869,0,0,6.2142,1,0.0018,True,False,False,False,False,False,False,False,True
5,147,0.5053062572461755,2331307.5159073807,-0.2226332291136002,0.7474802091226886,3028,51,0.8197962263829592,26728.20627851196,1933920,60,17.22548003528689,4,1,0,0.4827,0.8295,0.6266,1,0.9411,1,0,0.0138,1,0.0138,False,False,False,False,True,False,True,False,False
6,67,0.758398967017728,4503718.400349734,-0.1796890655382477,0.5037124239840762,2780,80,0.9754898646154946,341535.40363105014,1490757,12,11.229011859674536,4,0,0,0.6449,0.331,0.5433,1,0.9311,1,0,0.2291,0,0.0276,False,False,True,False,False,False,True,False,False
6,46,0.328090152354779,1137566.7904395058,-0.0852717596041849,0.8859268178554837,2598,80,0.5240655058120195,1002142.443768886,4017509,12,10.696537059268216,3,2,1,0.3633,3.5317,0.3176,1,0.9232,0,0,0.2494,1,0.2943,False,True,False,False,False,False,False,True,False
18,94,0.7267069074125205,3720028.459771849,0.3881790325000575,0.2373936933886496,4944,57,0.6793863604818937,1493730.1855600085,1654668,36,15.404065108151968,2,1,1,0.7146,0.4448,0.523,1,0.9987,0,0,0.9027,1,0.0124,False,False,False,False,False,True,True,False,False
18,138,0.8020901824311351,837366.0110600076,-0.0273484506319172,0.6695308953673034,4398,33,0.9948876408996462,1619760.5510465638,4771133,24,21.14387786661426,4,2,0,0.6516,5.6978,0.8141,1,0.9849,0,1,0.3395,1,0.2374,False,False,True,False,False,False,False,False,True
4,113,0.5581251501539342,3097882.4757366185,-0.0418317917192384,0.940313144995438,4396,70,0.9590046389405072,1460597.947240298,615299,36,20.980239153204792,2,0,0,0.5149,0.1986,0.5906,0,0.9849,0,0,2.3738,0,0.0055,True,False,False,False,False,False,False,True,False
17,93,0.4507874936834981,4359586.638886,0.5988163452552417,0.6488431356388922,3603,16,0.6113897818175388,977941.4193375672,1486966,48,21.69442256863204,4,1,0,0.5676,0.3411,0.7168,1,0.9615,0,0,0.6577,1,0.0071,False,False,True,False,False,False,False,False,True
14,146,0.6763414736224815,2316613.8381167823,-0.0161938569005205,0.1118965395476413,4215,87,0.59181342807885,569742.320215266,4945702,24,20.418643367871116,1,0,0,0.6465,2.1349,0.3126,1,0.98,0,0,0.1152,0,0.089,False,True,False,False,False,False,False,True,False
14,140,0.8832335631049526,3635257.8105970784,-0.152229463684413,0.5795819147256714,4052,71,0.5453023842023488,894985.1588806063,147722,12,9.455107049802512,0,2,1,0.5853,0.0406,0.3782,1,0.9753,1,0,6.0586,1,0.0034,False,False,True,False,False,False,False,False,True
13,49,0.5264831508076555,4110947.097344992,0.2232136782009433,0.211858474713113,2931,22,0.4932417098974533,28496.847199208816,232196,12,19.662587015634383,4,0,0,0.5977,0.0565,0.6244,1,0.9373,0,0,0.1227,0,0.0047,False,False,True,False,False,False,False,False,True
7,23,0.4767285082648956,723330.8031441336,0.4018799519550008,0.0774524996773838,3218,32,0.676031247477267,1199939.3176625324,3457977,24,16.54390000112344,3,2,1,0.673,4.7806,0.6602,1,0.9483,0,0,0.347,1,0.1992,False,False,True,False,False,False,False,True,False
12,62,0.4952547160463814,3543843.131646445,-0.3303921662768407,0.3514646275746927,2671,28,0.6046723080440486,158388.13917882333,2395148,24,19.7593893053166,1,2,0,0.4997,0.6759,0.6468,1,0.9264,1,0,0.0661,1,0.0282,False,False,True,False,False,False,False,True,False
15,11,0.964392507041665,4603213.068743948,0.218892231138475,0.2894936747486591,1831,18,0.846902556322237,299326.2887986871,2063325,24,16.006382464327892,2,2,0,0.7836,0.4482,0.8235,1,0.8821,0,0,0.1451,1,0.0187,False,False,False,True,False,False,False,False,True
19,73,0.5514938410351917,2903034.518784944,-0.3642645441197752,0.7598938089341787,1030,68,0.5421199022983066,1255693.4747000032,3565630,12,15.9948552920068,0,1,1,0.4173,1.2282,0.3933,1,0.8146,1,0,0.3522,1,0.1024,False,False,False,False,False,True,True,False,False
11,118,0.302522967921801,971305.1104173424,0.1263323509795179,0.3863124869702903,790,36,0.8417993434120294,36563.85796804115,968316,12,10.45508724535226,2,0,0,0.5508,0.9969,0.7209,1,0.7835,0,0,0.0378,0,0.0831,True,False,False,False,False,False,False,True,False
15,184,0.8471768455717337,678365.5313652677,-0.1430084362421908,0.7096629023466768,4135,86,0.5728879515891847,1151375.113255917,1837910,12,22.530991245419536,2,0,0,0.5553,2.7093,0.3087,1,0.9777,1,0,0.6265,0,0.2258,False,True,False,False,False,False,True,False,False
12,88,0.7894923567347731,1335689.8858104022,-0.0933583023268143,0.0646150927543982,1805,25,0.7556372707885355,1280376.3737673569,4959511,12,14.306637224497903,4,1,0,0.711,3.7131,0.7389,1,0.8804,0,0,0.2582,1,0.3094,True,False,False,False,False,False,True,False,False
3,89,0.3899977852220782,562390.6816325786,0.0670959639823826,0.0633309200900519,3294,23,0.7830580578368387,1578667.276898589,2038184,12,17.52679843143031,1,1,0,0.621,3.6241,0.7638,0,0.951,0,0,0.7745,1,0.302,False,False,False,True,False,False,True,False,False
17,55,0.9894329743944388,2591300.654345985,0.527107460745587,0.0763821117928013,365,53,0.8030688553001997,145380.75064740953,3623538,36,11.710922129787308,0,0,0,0.8712,1.3983,0.6071,1,0.693,0,0,0.0401,0,0.0388,False,False,False,True,False,False,False,True,False
3,153,0.7256435997135777,395038.17939833616,0.3106673065878764,0.2474225976043224,4394,20,0.5052033916223571,15834.010159071842,2372200,36,14.217777929227726,1,2,1,0.6658,6.005,0.6415,0,0.9848,0,1,0.0067,1,0.1668,False,False,False,True,False,False,False,True,False
19,9,0.6505456436584209,1155852.891949321,0.5368455962844964,0.3865890065257054,3402,89,0.5696268218330166,1536047.2089204155,4114077,36,21.99395005935944,1,0,0,0.6623,3.5593,0.2904,1,0.9548,0,0,0.3734,0,0.0989,False,False,False,False,False,True,True,False,False
4,12,0.5675534873360237,2227556.697365461,0.2599710045586776,0.597061222805169,1231,9,0.54766941124314,587207.2196063261,3428047,24,11.748790160862336,4,2,0,0.5494,1.5389,0.7238,0,0.8355,0,0,0.1713,1,0.0641,False,False,False,True,False,False,False,False,True
3,139,0.9290709288945465,2395878.0144900065,-0.3928922529121403,0.9373224972442756,2645,41,0.7456962466092882,1775538.3908319252,1394540,12,11.69463700680554,2,2,0,0.5315,0.5821,0.6451,0,0.9253,1,0,1.2732,1,0.0485,False,False,True,False,False,False,False,True,False
16,113,0.4707744369929942,2848722.501477474,-0.1344148026523224,0.3689686103128993,3654,28,0.4454478413628201,378087.50230828073,1949954,36,12.537736209146097,1,0,0,0.4864,0.6845,0.5672,1,0.9632,1,0,0.1939,0,0.019,True,False,False,False,False,False,False,False,True
12,166,0.5000382301539312,3542794.0656160964,0.5057725777203739,0.1000930160814496,4361,56,0.7109538699765101,1175156.4531440006,1078719,24,17.407246863105502,2,1,0,0.698,0.3045,0.5444,1,0.9839,0,0,1.0894,1,0.0127,False,False,False,False,True,False,False,False,True
8,156,0.3856875646805968,283781.76634406426,0.2434455209677447,0.2254101454992638,3208,34,0.4524802333858251,227725.23206475453,2723425,48,16.57066742591129,1,1,0,0.5476,9.5969,0.5374,1,0.9479,0,1,0.0836,1,0.1999,False,True,False,False,False,False,False,False,True
17,8,0.8313833669089821,449073.7132701271,0.5816472365702748,0.8580666504333758,1805,27,0.6022335939598683,811353.3953247723,306773,60,11.217491029262606,0,2,1,0.6355,0.6831,0.6511,1,0.8804,0,0,2.6448,1,0.0114,False,False,False,True,False,False,False,False,True
7,175,0.7168844962840972,351252.8014336647,-0.2440359807817044,0.679441271132938,3401,11,0.8120236557706693,1765308.1459881712,1783220,48,19.22551982396594,3,0,0,0.555,5.0767,0.8449,1,0.9548,1,1,0.99,0,0.1058,True,False,False,False,False,False,False,False,True
11,36,0.7263463184781488,2144594.0615513064,-0.1032521668934806,0.7611807416347038,1421,57,0.6475384330070613,1220611.5417367734,4579295,48,22.566870451008217,3,0,0,0.5297,2.1353,0.5071,1,0.8524,1,0,0.2666,0,0.0445,False,False,False,True,False,False,False,False,True
18,125,0.4529293017136245,257147.32717052483,-0.0376323404829637,0.1617513851055133,4502,43,0.5682051036293367,1382337.901175309,358995,60,11.58184759865048,3,1,0,0.5615,1.3961,0.5452,1,0.9877,0,0,3.8506,1,0.0233,False,False,False,False,False,True,True,False,False
1,50,0.7558178723889586,3743102.270815065,-0.0734421818326894,0.1714882898367571,340,6,0.7695143055394207,459680.9575042579,4986178,24,18.93078429467051,4,0,0,0.6853,1.3321,0.8514,0,0.6847,0,0,0.0922,0,0.0555,False,False,False,True,False,False,False,True,False
3,107,0.8358209130728047,1153850.8961404653,-0.1480084698501194,0.1510214067904063,3014,15,0.844161467489267,1846274.3315323817,369455,60,17.588961159235723,4,1,1,0.7172,0.3202,0.8387,0,0.9406,1,0,4.9973,1,0.0053,False,False,False,True,False,False,False,False,True
4,9,0.5505219715079825,4699101.841785296,0.0434657157567778,0.8214522478785724,1966,83,0.5527509608635578,1250730.0562921674,4765893,24,13.598553888369306,2,2,0,0.4679,1.0142,0.3153,0,0.8904,0,0,0.2624,1,0.0423,False,False,False,True,False,False,False,True,False
13,188,0.8609430007731986,2457698.587730701,0.2422981233693711,0.238970847824244,848,34,0.5796399406575263,220712.11359744804,763525,48,18.0763745892559,4,0,0,0.7128,0.3107,0.6009,1,0.7918,0,0,0.2891,0,0.0065,False,False,False,True,False,False,False,False,True
6,67,0.5441534119724146,2259312.474588898,-0.0887430771133039,0.6288365708417495,1645,6,0.7841763501706516,40948.97319480932,4103797,60,11.7535877672235,3,0,0,0.531,1.8164,0.8588,1,0.8695,0,0,0.01,0,0.0303,False,True,False,False,False,False,False,False,True
14,53,0.8306969230565013,3913666.5285655274,-0.3203000766857443,0.5145497295649332,4145,85,0.9791339561083512,41685.8078625876,2546594,48,21.426299918350256,4,1,1,0.6441,0.6507,0.5173,1,0.978,1,0,0.0164,1,0.0136,True,False,False,False,False,False,True,False,False
5,82,0.3236110752204033,3580112.220270306,0.3085325268931633,0.5399509206864682,1129,13,0.5283229220018654,111911.46650954864,2555143,60,8.84428734104108,3,2,1,0.491,0.7137,0.6919,1,0.8254,0,0,0.0438,1,0.0119,False,False,False,False,False,True,False,False,True
16,110,0.6858152210315569,3056179.752693307,0.0590165557812686,0.2258918225521414,4716,58,0.7925485814267257,1824115.565920512,1584462,60,17.289476139997987,1,2,1,0.6779,0.5184,0.5741,1,0.9931,0,0,1.1513,1,0.0086,False,False,False,True,False,False,True,False,False
15,145,0.9786685924479206,4678976.195939331,0.1564823060900632,0.6217214841085905,2314,61,0.9439539046410328,723173.6720428943,4415246,12,13.441092819131008,3,1,0,0.7315,0.9436,0.6331,1,0.9096,0,0,0.1638,1,0.0786,False,False,False,True,False,False,False,True,False
15,53,0.9868712204776736,2140183.3418860314,0.055400657163915,0.088790481012498,769,73,0.6771800590266168,603482.7298152001,2219614,36,22.16109115882275,3,2,1,0.772,1.0371,0.433,1,0.7803,0,0,0.2719,1,0.0288,False,False,False,True,False,False,False,True,False
4,156,0.4972268048392184,4052231.795072818,0.4903575034549102,0.9441250486318656,1705,65,0.5901065358971948,838925.9894568837,2492747,36,16.240177154632867,0,0,1,0.5019,0.6152,0.4339,0,0.8737,0,0,0.3365,0,0.0171,False,False,False,True,False,False,True,False,False
8,114,0.6089793637562488,1931460.0814418015,0.15874499716638,0.0740830158434561,2344,21,0.8001226391239249,825047.4445927346,2450087,48,20.93856460869874,0,0,0,0.7017,1.2685,0.7834,1,0.9111,0,0,0.3367,0,0.0264,False,False,True,False,False,False,False,True,False
16,63,0.3440845355906431,4199811.087765719,0.5232768398517497,0.0951408866442759,3732,15,0.4188590838884717,484601.6186222578,4392630,48,22.81921534519288,0,1,0,0.5965,1.0459,0.6261,1,0.9657,0,0,0.1103,1,0.0218,False,False,True,False,False,False,False,True,False
16,143,0.9113389153232196,1334399.4133815446,0.1105753415560002,0.3421826779025131,4634,74,0.6160963303200244,192737.7390740522,1727781,48,13.68241804768704,0,2,0,0.6948,1.2948,0.3969,1,0.9911,0,0,0.1116,1,0.027,False,False,False,False,True,False,True,False,False
4,19,0.6980005071981499,1481872.0105383608,-0.1074118377597181,0.7984628201925845,1097,42,0.5547844160902682,226166.9193245486,3034527,12,22.14529877685698,3,2,0,0.4946,2.0478,0.5441,0,0.822,1,0,0.0745,1,0.1706,False,False,False,True,False,False,False,False,True
13,124,0.5695704752583619,3405454.1933863973,-0.0445574128238034,0.2814702905990686,1609,82,0.5347730216670568,1202385.5094720535,2416175,12,19.7573233851558,2,0,1,0.5648,0.7095,0.3118,1,0.8669,0,0,0.4976,0,0.0591,False,False,False,False,True,False,False,True,False
13,86,0.3789393909424071,1102930.810011392,0.1221292935847855,0.4747415124121953,1274,19,0.507855558116178,799701.7527631331,1306041,48,10.17670315517343,0,1,0,0.4886,1.1842,0.6484,1,0.8395,0,0,0.6123,1,0.0247,False,True,False,False,False,False,False,True,False
2,70,0.9627370998478224,1184313.2257758724,0.1299894378050086,0.0661795980585736,4675,9,0.8422379809515723,1805886.2219532744,4948627,12,10.110759205955048,4,1,1,0.8135,4.1785,0.8711,0,0.9921,0,0,0.3649,1,0.3482,False,False,False,False,True,False,True,False,False
3,47,0.6711533334746955,1561049.023636203,0.2873377015489488,0.1209913848352797,4337,18,0.9730598771955786,932836.053870472,2667263,60,21.1688535576156,4,0,0,0.7649,1.7086,0.8865,0,0.9833,0,0,0.3497,0,0.0285,True,False,False,False,False,False,False,False,True
8,199,0.4980495503580326,3410697.4098188607,-0.1755051278133692,0.5971694436866364,3407,11,0.6308623871931657,1011948.2356616034,2544711,60,15.758899388876866,4,0,0,0.4798,0.7461,0.7543,1,0.955,1,0,0.3977,0,0.0124,False,False,True,False,False,False,False,False,True
15,108,0.5451505910920567,4452471.057494998,0.2588428999655017,0.2249226225044857,535,9,0.4294619841448246,1857207.5127795483,3169074,60,16.174829200036285,3,2,1,0.5933,0.7118,0.6647,1,0.7378,0,0,0.586,1,0.0119,False,False,True,False,False,False,True,False,False
11,176,0.4894880266455033,3389109.873078584,0.3785880083807522,0.6748291067175728,2795,70,0.8313470882035467,1008265.0715854889,3389549,36,22.314321350077453,1,1,0,0.5849,1.0001,0.5268,1,0.9317,0,0,0.2975,1,0.0278,False,False,False,True,False,False,True,False,False
9,20,0.7212668661998864,4147680.50950342,0.27659198946699,0.7568520575154594,2517,55,0.7229226006781537,1008944.1353330784,4765972,60,22.50895172115432,1,0,0,0.6011,1.1491,0.5559,1,0.9194,0,0,0.2117,0,0.0192,False,False,False,True,False,False,False,False,True
7,37,0.950974503046357,2740624.9189876253,0.0818281098175908,0.815300779525055,1257,10,0.8341867683074848,732694.3307836689,2921474,36,10.246942762642895,0,1,0,0.6513,1.066,0.8615,1,0.838,0,0,0.2508,1,0.0296,False,True,False,False,False,False,False,True,False
13,130,0.8996856623285951,391169.9456584692,0.591680651116834,0.1704194041993904,3946,79,0.7887424985193439,1423719.6021629923,4410860,60,14.29154900564066,4,1,0,0.8323,11.2761,0.4555,1,0.9722,0,1,0.3228,1,0.1879,False,False,False,False,False,True,True,False,False
2,192,0.6222666127981842,547307.7469670782,0.0048131591292162,0.4599576941287324,2434,60,0.943261588578086,790533.0596218021,1444199,48,22.376014923671804,0,2,0,0.6341,2.6387,0.6383,0,0.9155,0,0,0.5474,1,0.055,False,True,False,False,False,False,False,True,False
8,36,0.8785495536107055,2794240.292916232,-0.2934093854201708,0.9023733049134612,4227,37,0.4842641156361504,1180761.1190957823,1357518,36,21.207742399331444,3,0,0,0.4859,0.4858,0.5366,1,0.9803,1,0,0.8698,0,0.0135,True,False,False,False,False,False,False,True,False
